29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
